Product Name,Location,,Number of Cows,,,Daily (demand)Date,Quantity Sold (liters/kg),Customer Location,weekly demand data date,Product ID,,,Brand,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Quantity available  (liters/kg),,Total Value of available quantity ,,,,,,,Approx. Total Revenue(INR),,Sales Channel,,Price per Unit,Total Value of available quantity ,,,,,,Price per Unit (sold),
Ghee,West Bengal,,67,,,20-07-2020,91,Delhi,4995,10,,,Sudha,46,87.18,137.71,,1403.26,,,,,,,510.51,,Online,,10.19,1403.26,,,,,,5.61,
Lassi,Chandigarh,,67,,,20-07-2020,146,Rajasthan,4995,7,,,Amul,180,50.06,326.19,,20768.52,,,,,,,9254.94,,Wholesale,,63.67,20768.52,,,,,,63.39,
Paneer,Uttar Pradesh,,96,,,20-07-2020,132,Uttar Pradesh,4995,9,,,Raj,524,69.95,656.42,,32066.12,,,,,,,6413.88,,Retail,,48.85,32066.12,,,,,,48.59,
Curd,Delhi,,67,,,20-07-2020,292,Maharashtra,4995,6,,,Mother Dairy,504,75.77,796.77,,60044.59,,,,,,,22276.68,,Retail,,75.36,60044.59,,,,,,76.29,
Buttermilk,Chandigarh,,64,,,21-07-2020,115,Chandigarh,5609,8,,,Sudha,792,75.31,907.78,,53422.85,,,,,,,6729.8,,Retail,,58.85,53422.85,,,,,,58.52,
Ghee,Delhi,,92,,,21-07-2020,81,Uttar Pradesh,5609,10,,,Raj,48,91.67,129.37,,3125.58,,,,,,,1602.99,,Wholesale,,24.16,3125.58,,,,,,19.79,
Ghee,Karnataka,,33,,,22-07-2020,47,Karnataka,5851,10,,,Mother Dairy,218,91.2,265.64,,11247.20,,,,,,,1808.56,,Wholesale,,42.34,11247.20,,,,,,38.48,
Cheese,Kerala,,47,,,22-07-2020,45,Madhya Pradesh,5851,3,,,Britannia Industries,115,10.21,160.57,,7085.95,,,,,,,2041.2,,Online,,44.13,7085.95,,,,,,45.36,
Ghee,Uttar Pradesh,,69,,,22-07-2020,103,Bihar,5851,10,,,Sudha,125,98.04,228.21,,20883.50,,,,,,,9787.06,,Retail,,91.51,20883.50,,,,,,95.02,
Milk,Uttar Pradesh,,71,,,22-07-2020,520,Uttar Pradesh,5851,1,,,Mother Dairy,138,59.62,658.25,,31648.66,,,,,,,26800.8,,Wholesale,,48.08,31648.66,,,,,,51.54,
Ghee,Delhi,,31,,,22-07-2020,105,Tamil Nadu,5851,10,,,Amul,253,38.2,358.6,,9825.64,,,,,,,2923.2,,Wholesale,,27.4,9825.64,,,,,,27.84,
Yogurt,Telangana,,50,,,22-07-2020,218,Tamil Nadu,5851,4,,,Mother Dairy,211,86.85,429.46,,37723.77,,,,,,,18144.14,,Wholesale,,87.84,37723.77,,,,,,83.23,
Lassi,Delhi,,63,,,23-07-2020,120,Tamil Nadu,4813,7,,,Mother Dairy,319,64.77,439.44,,39413.37,,,,,,,10268.4,,Retail,,89.69,39413.37,,,,,,85.57,
Paneer,Madhya Pradesh,,89,,,23-07-2020,343,Tamil Nadu,4813,9,,,Mother Dairy,491,29.74,834.56,,44406.94,,,,,,,19900.86,,Wholesale,,53.21,44406.94,,,,,,58.02,
Ghee,Gujarat,,70,,,24-07-2020,217,Madhya Pradesh,4350,10,,,Raj,53,69.98,270.21,,26023.93,,,,,,,19881.54,,Retail,,96.31,26023.93,,,,,,91.62,
Butter,Madhya Pradesh,,85,,,24-07-2020,18,Rajasthan,4350,2,,,Mother Dairy,12,82.35,30.64,,1873.33,,,,,,,1013.22,,Wholesale,,61.14,1873.33,,,,,,56.29,
Milk,Uttar Pradesh,,42,,,24-07-2020,392,Delhi,4350,1,,,Sudha,31,22.7,423.59,,42037.07,,,,,,,40450.48,,Wholesale,,99.24,42037.07,,,,,,103.19,
Butter,Madhya Pradesh,,21,,,24-07-2020,1,West Bengal,4350,2,,,Parag Milk Foods,3,10.07,4.82,,361.16,,,,,,,78.8,,Wholesale,,74.93,361.16,,,,,,78.8,
Butter,Delhi,,51,,,24-07-2020,2,Madhya Pradesh,4350,2,,,Mother Dairy,7,72.24,9.22,,640.42,,,,,,,148.7,,Wholesale,,69.46,640.42,,,,,,74.35,
Paneer,Tamil Nadu,,48,,,25-07-2020,418,Karnataka,3720,9,,,Sudha,70,36.44,488.57,,44352.38,,,,,,,36457.96,,Wholesale,,90.78,44352.38,,,,,,87.22,
Buttermilk,Chandigarh,,99,,,25-07-2020,906,Rajasthan,3720,8,,,Amul,34,67.06,940.62,,20787.70,,,,,,,22341.96,,Wholesale,,22.1,20787.70,,,,,,24.66,
Curd,Delhi,,54,,,25-07-2020,116,Maharashtra,3720,6,,,Sudha,201,42.49,317.23,,14078.67,,,,,,,4962.48,,Online,,44.38,14078.67,,,,,,42.78,
Cheese,Delhi,,25,,,25-07-2020,229,Tamil Nadu,3720,3,,,Dynamix Dairies,333,25.46,562.06,,51164.32,,,,,,,20772.59,,Retail,,91.03,51164.32,,,,,,90.71,
Cheese,Uttar Pradesh,,94,,,25-07-2020,42,Madhya Pradesh,3720,3,,,Amul,615,59.6,657.01,,55491.06,,,,,,,3366.3,,Online,,84.46,55491.06,,,,,,80.15,
Ghee,Delhi,,51,,,26-07-2020,99,Delhi,2502,10,,,Raj,62,95.35,161.6,,7974.96,,,,,,,4594.59,,Wholesale,,49.35,7974.96,,,,,,46.41,
Butter,Uttar Pradesh,,57,,,26-07-2020,35,Rajasthan,2502,2,,,Warana,357,34.43,392.01,,7671.64,,,,,,,674.45,,Online,,19.57,7671.64,,,,,,19.27,
Lassi,Karnataka,,49,,,26-07-2020,162,Chandigarh,2502,7,,,Mother Dairy,414,65.63,576.33,,22678.59,,,,,,,6258.06,,Wholesale,,39.35,22678.59,,,,,,38.63,
Ghee,Kerala,,30,,,27-07-2020,597,Kerala,3066,10,,,Amul,381,59.44,978.2,,51140.30,,,,,,,30554.46,,Wholesale,,52.28,51140.30,,,,,,51.18,
Butter,Telangana,,97,,,27-07-2020,120,Bihar,3066,2,,,Mother Dairy,384,97.24,504.6,,15814.16,,,,,,,4252.8,,Retail,,31.34,15814.16,,,,,,35.44,
Curd,Jharkhand,,32,,,27-07-2020,558,Jharkhand,3066,6,,,Amul,190,58.61,748.24,,44258.40,,,,,,,32754.6,,Retail,,59.15,44258.40,,,,,,58.7,
Buttermilk,Kerala,,93,,,28-07-2020,12,Haryana,2147,8,,,Sudha,111,15.16,123.23,,9317.42,,,,,,,892.68,,Retail,,75.61,9317.42,,,,,,74.39,
Lassi,Jharkhand,,48,,,28-07-2020,243,Kerala,2147,7,,,Mother Dairy,106,76.43,349.84,,12975.57,,,,,,,9299.61,,Wholesale,,37.09,12975.57,,,,,,38.27,
Ice Cream,Karnataka,,92,,,28-07-2020,110,Tamil Nadu,2147,5,,,Amul,698,53.08,808.62,,37083.31,,,,,,,5421.9,,Wholesale,,45.86,37083.31,,,,,,49.29,
Lassi,Chandigarh,,61,,,28-07-2020,7,Uttar Pradesh,2147,7,,,Amul,28,33.17,35.79,,894.75,,,,,,,166.25,,Retail,,25,894.75,,,,,,23.75,
Ghee,Rajasthan,,85,,,28-07-2020,66,West Bengal,2147,10,,,Mother Dairy,158,16.53,224.07,,8696.16,,,,,,,2646.6,,Online,,38.81,8696.16,,,,,,40.1,
Buttermilk,Bihar,,24,,,01-08-2020,287,Rajasthan,3956,8,,,Amul,89,97.93,376.54,,22780.67,,,,,,,18488.54,,Online,,60.5,22780.67,,,,,,64.42,
Curd,Tamil Nadu,,61,,,01-08-2020,28,Delhi,3956,6,,,Raj,52,23.99,80.61,,2087.80,,,,,,,794.92,,Online,,25.9,2087.80,,,,,,28.39,
Ghee,Gujarat,,69,,,01-08-2020,178,Kerala,3956,10,,,Sudha,553,70.8,731.6,,39067.44,,,,,,,9426.88,,Wholesale,,53.4,39067.44,,,,,,52.96,
Curd,West Bengal,,76,,,02-08-2020,860,Jharkhand,4093,6,,,Raj,89,85.71,949.12,,21630.44,,,,,,,21302.2,,Wholesale,,22.79,21630.44,,,,,,24.77,
Curd,Rajasthan,,11,,,03-08-2020,163,West Bengal,3465,6,,,Amul,788,70.05,951.04,,91356.90,,,,,,,15695.27,,Retail,,96.06,91356.90,,,,,,96.29,
Buttermilk,Telangana,,93,,,03-08-2020,193,West Bengal,3465,8,,,Raj,488,48,681.46,,48226.92,,,,,,,13166.46,,Wholesale,,70.77,48226.92,,,,,,68.22,
Milk,Rajasthan,,26,,,04-08-2020,4,Chandigarh,4022,1,,,Amul,22,33.32,26.91,,1900.92,,,,,,,279.36,,Online,,70.64,1900.92,,,,,,69.84,
Yogurt,Tamil Nadu,,93,,,04-08-2020,320,Chandigarh,4022,4,,,Mother Dairy,323,25.65,643.35,,7726.63,,,,,,,4387.2,,Wholesale,,12.01,7726.63,,,,,,13.71,
Ghee,Kerala,,30,,,05-08-2020,80,Chandigarh,4815,10,,,Amul,161,87.73,241.87,,23599.26,,,,,,,7954.4,,Online,,97.57,23599.26,,,,,,99.43,
Buttermilk,Chandigarh,,46,,,05-08-2020,17,Jharkhand,4815,8,,,Amul,86,64.89,103.55,,8433.11,,,,,,,1328.72,,Wholesale,,81.44,8433.11,,,,,,78.16,
Paneer,Maharashtra,,25,,,05-08-2020,39,West Bengal,4815,9,,,Mother Dairy,6,17.05,45.09,,1219.68,,,,,,,1128.27,,Retail,,27.05,1219.68,,,,,,28.93,
Butter,Haryana,,24,,,05-08-2020,126,West Bengal,4815,2,,,Parag Milk Foods,767,11.63,893.76,,86051.21,,,,,,,12061.98,,Wholesale,,96.28,86051.21,,,,,,95.73,
Curd,Chandigarh,,76,,,05-08-2020,693,Uttar Pradesh,4815,6,,,Mother Dairy,10,77.65,703.76,,52345.67,,,,,,,52446.24,,Retail,,74.38,52345.67,,,,,,75.68,
Butter,Delhi,,58,,,05-08-2020,465,Delhi,4815,2,,,Mother Dairy,314,38.38,779.19,,20578.41,,,,,,,14359.2,,Wholesale,,26.41,20578.41,,,,,,30.88,
Ghee,Uttar Pradesh,,16,,,06-08-2020,8,Gujarat,4343,10,,,Mother Dairy,179,84.5,187.79,,2852.53,,,,,,,136.96,,Retail,,15.19,2852.53,,,,,,17.12,
Cheese,Chandigarh,,51,,,06-08-2020,2,Chandigarh,4343,3,,,Passion Cheese,908,31.44,910.56,,14933.18,,,,,,,34.22,,Online,,16.4,14933.18,,,,,,17.11,
Cheese,Bihar,,33,,,06-08-2020,100,Telangana,4343,3,,,Britannia Industries,245,19.63,345.82,,30639.65,,,,,,,8577,,Online,,88.6,30639.65,,,,,,85.77,
Ghee,Bihar,,29,,,06-08-2020,31,Bihar,4343,10,,,Sudha,21,95.96,52.88,,3560.94,,,,,,,2103.97,,Retail,,67.34,3560.94,,,,,,67.87,
Ice Cream,Madhya Pradesh,,68,,,07-08-2020,172,Karnataka,4217,5,,,Amul,46,68.44,218.78,,13507.48,,,,,,,10471.36,,Online,,61.74,13507.48,,,,,,60.88,
Yogurt,Chandigarh,,10,,,07-08-2020,190,Haryana,4217,4,,,Dodla Dairy,120,35.3,310.89,,11854.24,,,,,,,7695,,Wholesale,,38.13,11854.24,,,,,,40.5,
Buttermilk,Karnataka,,70,,,08-08-2020,117,Delhi,3855,8,,,Amul,437,87.54,554.61,,38844.88,,,,,,,8010.99,,Online,,70.04,38844.88,,,,,,68.47,
Butter,Uttar Pradesh,,13,,,08-08-2020,513,Rajasthan,3855,2,,,Mother Dairy,88,43.94,601.27,,12374.14,,,,,,,8136.18,,Wholesale,,20.58,12374.14,,,,,,15.86,
Butter,Rajasthan,,89,,,09-08-2020,168,Chandigarh,3532,2,,,Parag Milk Foods,48,72.24,216.34,,19033.59,,,,,,,15056.16,,Retail,,87.98,19033.59,,,,,,89.62,
Paneer,Chandigarh,,29,,,09-08-2020,64,West Bengal,3532,9,,,Sudha,69,67.46,133.74,,13139.96,,,,,,,6497.92,,Retail,,98.25,13139.96,,,,,,101.53,
Yogurt,Bihar,,86,,,10-08-2020,127,Delhi,3607,4,,,Dodla Dairy,709,76.7,836.24,,58043.42,,,,,,,8909.05,,Online,,69.41,58043.42,,,,,,70.15,
Yogurt,Tamil Nadu,,46,,,10-08-2020,8,Kerala,3607,4,,,Amul,0,89.37,8.92,,859.35,,,,,,,793.6,,Online,,96.34,859.35,,,,,,99.2,
Ghee,Chandigarh,,64,,,10-08-2020,355,Tamil Nadu,3607,10,,,Amul,14,27.59,369.28,,26883.58,,,,,,,24381.4,,Online,,72.8,26883.58,,,,,,68.68,
Cheese,Gujarat,,92,,,10-08-2020,120,Maharashtra,3607,3,,,Passion Cheese,872,96.63,992.52,,31562.14,,,,,,,4010.4,,Online,,31.8,31562.14,,,,,,33.42,
Lassi,Chandigarh,,54,,,10-08-2020,303,Delhi,3607,7,,,Amul,378,57.44,681.03,,59215.56,,,,,,,26182.23,,Wholesale,,86.95,59215.56,,,,,,86.41,
Ghee,Telangana,,61,,,11-08-2020,78,Bihar,4336,10,,,Sudha,391,98.17,469.61,,45801.06,,,,,,,7236.06,,Retail,,97.53,45801.06,,,,,,92.77,
Paneer,Madhya Pradesh,,44,,,11-08-2020,780,Delhi,4336,9,,,Raj,31,48.11,811.74,,21373.11,,,,,,,22074,,Retail,,26.33,21373.11,,,,,,28.3,
Milk,Delhi,,22,,,11-08-2020,101,Jharkhand,4336,1,,,Raj,170,91.43,271.81,,13022.42,,,,,,,5081.31,,Retail,,47.91,13022.42,,,,,,50.31,
Butter,Rajasthan,,24,,,11-08-2020,158,Kerala,4336,2,,,Warana,357,35.37,515.4,,43226.60,,,,,,,13565.88,,Online,,83.87,43226.60,,,,,,85.86,
Curd,Telangana,,77,,,12-08-2020,805,Bihar,4823,6,,,Raj,28,43.02,833.57,,77738.74,,,,,,,73295.25,,Retail,,93.26,77738.74,,,,,,91.05,
Milk,Tamil Nadu,,49,,,12-08-2020,143,Telangana,4823,1,,,Amul,60,96.05,203.51,,6182.63,,,,,,,4185.61,,Online,,30.38,6182.63,,,,,,29.27,
Cheese,Uttar Pradesh,,76,,,13-08-2020,15,Tamil Nadu,4056,3,,,Dynamix Dairies,46,14.48,61.85,,5219.52,,,,,,,1227.6,,Retail,,84.39,5219.52,,,,,,81.84,
Curd,Maharashtra,,11,,,15-08-2020,307,Chandigarh,6208,6,,,Sudha,356,62.82,663.66,,61056.72,,,,,,,27783.5,,Online,,92,61056.72,,,,,,90.5,
Yogurt,Madhya Pradesh,,14,,,16-08-2020,73,Delhi,6702,4,,,Dodla Dairy,26,89.08,99.15,,5009.06,,,,,,,4044.93,,Retail,,50.52,5009.06,,,,,,55.41,
Lassi,Gujarat,,22,,,16-08-2020,44,Delhi,6702,7,,,Amul,621,12.82,665.07,,20783.44,,,,,,,1541.32,,Online,,31.25,20783.44,,,,,,35.03,
Butter,Delhi,,76,,,16-08-2020,190,Karnataka,6702,2,,,Parag Milk Foods,450,43.06,640.05,,57169.27,,,,,,,16689.6,,Online,,89.32,57169.27,,,,,,87.84,
Ghee,West Bengal,,54,,,17-08-2020,320,Karnataka,8097,10,,,Mother Dairy,23,44.92,343.94,,15061.13,,,,,,,14003.2,,Retail,,43.79,15061.13,,,,,,43.76,
Yogurt,Madhya Pradesh,,58,,,17-08-2020,451,Telangana,8097,4,,,Palle2patnam,284,49.26,735.3,,58757.82,,,,,,,34158.74,,Wholesale,,79.91,58757.82,,,,,,75.74,
Buttermilk,Maharashtra,,31,,,17-08-2020,246,Bihar,8097,8,,,Sudha,8,63.73,254.54,,4943.17,,,,,,,3879.42,,Wholesale,,19.42,4943.17,,,,,,15.77,
Paneer,Chandigarh,,30,,,17-08-2020,481,Karnataka,8097,9,,,Sudha,331,11.77,812.66,,72952.49,,,,,,,44271.24,,Wholesale,,89.77,72952.49,,,,,,92.04,
Ice Cream,Kerala,,62,,,17-08-2020,144,Chandigarh,8097,5,,,Palle2patnam,106,61.28,250.94,,11209.49,,,,,,,6301.44,,Wholesale,,44.67,11209.49,,,,,,43.76,
Paneer,Chandigarh,,37,,,18-08-2020,469,Tamil Nadu,8825,9,,,Amul,100,16.07,569.54,,7455.28,,,,,,,5112.1,,Wholesale,,13.09,7455.28,,,,,,10.9,
Ice Cream,Uttar Pradesh,,11,,,18-08-2020,245,Chandigarh,8825,5,,,Dodla Dairy,443,85.13,688.41,,29477.72,,,,,,,9452.1,,Retail,,42.82,29477.72,,,,,,38.58,
Yogurt,Chandigarh,,79,,,18-08-2020,890,Chandigarh,8825,4,,,Dodla Dairy,93,37.6,983.84,,47145.61,,,,,,,44046.1,,Retail,,47.92,47145.61,,,,,,49.49,
Lassi,Rajasthan,,55,,,19-08-2020,181,West Bengal,7829,7,,,Mother Dairy,116,28.07,297.29,,25266.68,,,,,,,14782.27,,Online,,84.99,25266.68,,,,,,81.67,
Buttermilk,Gujarat,,78,,,20-08-2020,301,Bihar,8582,8,,,Mother Dairy,538,32.63,839.68,,30723.89,,,,,,,12226.62,,Online,,36.59,30723.89,,,,,,40.62,
Paneer,Gujarat,,43,,,20-08-2020,485,Maharashtra,8582,9,,,Amul,338,90.93,823.61,,45092.65,,,,,,,26534.35,,Wholesale,,54.75,45092.65,,,,,,54.71,
Cheese,Chandigarh,,63,,,20-08-2020,324,Kerala,8582,3,,,Passion Cheese,16,47.92,340.09,,23561.44,,,,,,,22359.24,,Wholesale,,69.28,23561.44,,,,,,69.01,
Ice Cream,Delhi,,27,,,20-08-2020,241,West Bengal,8582,5,,,Palle2patnam,87,99.53,328.86,,9467.88,,,,,,,7186.62,,Wholesale,,28.79,9467.88,,,,,,29.82,
Buttermilk,West Bengal,,59,,,21-08-2020,463,Madhya Pradesh,7964,8,,,Sudha,370,51.4,833.58,,17030.04,,,,,,,7644.13,,Retail,,20.43,17030.04,,,,,,16.51,
Lassi,Maharashtra,,89,,,21-08-2020,2,Gujarat,7964,7,,,Mother Dairy,14,53.03,16.25,,1039.35,,,,,,,133.04,,Online,,63.96,1039.35,,,,,,66.52,
Butter,Jharkhand,,46,,,21-08-2020,351,Chandigarh,7964,2,,,Mother Dairy,162,28.88,513.3,,27322.96,,,,,,,18402.93,,Online,,53.23,27322.96,,,,,,52.43,
Butter,Delhi,,23,,,22-08-2020,533,Delhi,7369,2,,,Mother Dairy,168,57.55,701.2,,37149.58,,,,,,,30146.48,,Online,,52.98,37149.58,,,,,,56.56,
Paneer,Haryana,,81,,,22-08-2020,268,Bihar,7369,9,,,Raj,384,52.54,652.02,,56777.90,,,,,,,24227.2,,Wholesale,,87.08,56777.90,,,,,,90.4,
Ghee,Gujarat,,61,,,23-08-2020,591,Telangana,6568,10,,,Raj,84,28.31,675.56,,41675.30,,,,,,,35182.23,,Online,,61.69,41675.30,,,,,,59.53,
Ghee,West Bengal,,98,,,23-08-2020,930,Telangana,6568,10,,,Raj,50,83.01,980.43,,28873.66,,,,,,,30903.9,,Online,,29.45,28873.66,,,,,,33.23,
Yogurt,Uttar Pradesh,,91,,,23-08-2020,181,Maharashtra,6568,4,,,Amul,17,58.6,198.24,,11567.30,,,,,,,10177.63,,Retail,,58.35,11567.30,,,,,,56.23,
Paneer,Haryana,,40,,,24-08-2020,165,Maharashtra,4866,9,,,Raj,206,72.62,371.6,,14756.24,,,,,,,6076.95,,Retail,,39.71,14756.24,,,,,,36.83,
Ice Cream,Uttar Pradesh,,68,,,24-08-2020,570,Jharkhand,4866,5,,,Palle2patnam,212,13.32,782.83,,34648.06,,,,,,,26231.4,,Wholesale,,44.26,34648.06,,,,,,46.02,
Ghee,Rajasthan,,57,,,24-08-2020,381,Madhya Pradesh,4866,10,,,Amul,513,62.57,894.53,,75578.84,,,,,,,33939.48,,Online,,84.49,75578.84,,,,,,89.08,
Lassi,Delhi,,41,,,24-08-2020,563,Gujarat,4866,7,,,Raj,434,81.48,997.53,,46285.39,,,,,,,23561.55,,Retail,,46.4,46285.39,,,,,,41.85,
Paneer,West Bengal,,37,,,24-08-2020,190,Madhya Pradesh,4866,9,,,Mother Dairy,327,80.46,517.28,,7200.54,,,,,,,1772.7,,Online,,13.92,7200.54,,,,,,9.33,
Milk,Gujarat,,67,,,24-08-2020,501,Uttar Pradesh,4866,1,,,Mother Dairy,217,67.11,718.17,,59414.20,,,,,,,43897.62,,Online,,82.73,59414.20,,,,,,87.62,
Ghee,Chandigarh,,36,,,25-08-2020,405,Delhi,2496,10,,,Amul,347,59.94,752.61,,13885.65,,,,,,,5597.1,,Online,,18.45,13885.65,,,,,,13.82,
Paneer,Madhya Pradesh,,95,,,25-08-2020,137,West Bengal,2496,9,,,Mother Dairy,145,88.84,282.82,,9811.03,,,,,,,5012.83,,Retail,,34.69,9811.03,,,,,,36.59,
Butter,Chandigarh,,64,,,25-08-2020,16,Delhi,2496,2,,,Amul,655,71.53,671.56,,22544.27,,,,,,,585.76,,Retail,,33.57,22544.27,,,,,,36.61,
Butter,Chandigarh,,62,,,25-08-2020,50,Tamil Nadu,2496,2,,,Mother Dairy,119,16.11,169.36,,6454.31,,,,,,,1920,,Retail,,38.11,6454.31,,,,,,38.4,
Curd,Delhi,,38,,,26-08-2020,68,West Bengal,3356,6,,,Amul,14,21.51,82.66,,1543.26,,,,,,,1492.6,,Online,,18.67,1543.26,,,,,,21.95,
Yogurt,Chandigarh,,19,,,26-08-2020,35,Uttar Pradesh,3356,4,,,Dodla Dairy,97,94.92,132.72,,5417.63,,,,,,,1444.45,,Online,,40.82,5417.63,,,,,,41.27,
Yogurt,Karnataka,,87,,,26-08-2020,17,Chandigarh,3356,4,,,Dodla Dairy,7,13.95,24.63,,1473.61,,,,,,,999.26,,Online,,59.83,1473.61,,,,,,58.78,
Butter,Jharkhand,,42,,,26-08-2020,401,Delhi,3356,2,,,Parag Milk Foods,55,73.92,456.83,,31397.93,,,,,,,27809.35,,Online,,68.73,31397.93,,,,,,69.35,
Paneer,Gujarat,,14,,,26-08-2020,413,Bihar,3356,9,,,Raj,519,58.44,932.17,,59901.24,,,,,,,27055.63,,Wholesale,,64.26,59901.24,,,,,,65.51,
Butter,Bihar,,77,,,27-08-2020,314,Delhi,3392,2,,,Warana,162,13.13,476.93,,34152.96,,,,,,,23816.9,,Wholesale,,71.61,34152.96,,,,,,75.85,
Curd,Bihar,,88,,,27-08-2020,2,Karnataka,3392,6,,,Amul,80,34.84,82.33,,5820.73,,,,,,,134.98,,Wholesale,,70.7,5820.73,,,,,,67.49,
Ghee,Maharashtra,,78,,,27-08-2020,48,Madhya Pradesh,3392,10,,,Amul,658,60.67,706.99,,60949.61,,,,,,,4099.2,,Retail,,86.21,60949.61,,,,,,85.4,
Paneer,Chandigarh,,70,,,27-08-2020,99,Chandigarh,3392,9,,,Raj,36,93.6,135.72,,2930.19,,,,,,,1935.45,,Retail,,21.59,2930.19,,,,,,19.55,
Buttermilk,Haryana,,81,,,27-08-2020,270,Chandigarh,3392,8,,,Raj,189,37.97,459.94,,19450.86,,,,,,,10810.8,,Online,,42.29,19450.86,,,,,,40.04,
Butter,Chandigarh,,13,,,28-08-2020,221,Tamil Nadu,2885,2,,,Parag Milk Foods,106,14.82,327.09,,20721.15,,,,,,,13564.98,,Online,,63.35,20721.15,,,,,,61.38,
Yogurt,Telangana,,93,,,01-09-2020,495,Karnataka,6501,4,,,Amul,488,26.95,983.89,,45062.16,,,,,,,24131.25,,Wholesale,,45.8,45062.16,,,,,,48.75,
Curd,Jharkhand,,26,,,01-09-2020,455,Gujarat,6501,6,,,Raj,501,16.8,956.23,,12689.17,,,,,,,6865.95,,Wholesale,,13.27,12689.17,,,,,,15.09,
Milk,Uttar Pradesh,,25,,,01-09-2020,518,Kerala,6501,1,,,Amul,160,93.87,678.02,,33901.00,,,,,,,23962.68,,Retail,,50,33901.00,,,,,,46.26,
Buttermilk,Rajasthan,,51,,,02-09-2020,68,Gujarat,5920,8,,,Mother Dairy,263,61.18,331.01,,26954.14,,,,,,,5616.8,,Online,,81.43,26954.14,,,,,,82.6,
Ice Cream,Tamil Nadu,,90,,,02-09-2020,58,Chandigarh,5920,5,,,Mother Dairy,695,54.81,753.06,,73114.60,,,,,,,5578.44,,Retail,,97.09,73114.60,,,,,,96.18,
Cheese,Chandigarh,,69,,,02-09-2020,116,Kerala,5920,3,,,Dynamix Dairies,119,58.64,235.09,,20586.83,,,,,,,10191.76,,Online,,87.57,20586.83,,,,,,87.86,
Buttermilk,Telangana,,93,,,02-09-2020,480,Chandigarh,5920,8,,,Raj,176,51.75,656.71,,19780.11,,,,,,,14524.8,,Wholesale,,30.12,19780.11,,,,,,30.26,
Lassi,Karnataka,,75,,,02-09-2020,248,West Bengal,5920,7,,,Raj,15,66.09,263.43,,8690.56,,,,,,,8342.72,,Online,,32.99,8690.56,,,,,,33.64,
Cheese,Telangana,,44,,,03-09-2020,79,Delhi,5614,3,,,Passion Cheese,777,37.13,856.25,,19924.94,,,,,,,1482.83,,Wholesale,,23.27,19924.94,,,,,,18.77,
Butter,Jharkhand,,51,,,03-09-2020,147,Karnataka,5614,2,,,Parag Milk Foods,242,25.3,389.59,,14901.82,,,,,,,5227.32,,Retail,,38.25,14901.82,,,,,,35.56,
Milk,Madhya Pradesh,,90,,,04-09-2020,275,Madhya Pradesh,7165,1,,,Raj,541,30.21,816.47,,57879.56,,,,,,,19813.75,,Retail,,70.89,57879.56,,,,,,72.05,
Ghee,Chandigarh,,66,,,04-09-2020,623,Gujarat,7165,10,,,Mother Dairy,202,49.74,825.9,,56788.88,,,,,,,42108.57,,Wholesale,,68.76,56788.88,,,,,,67.59,
Lassi,Chandigarh,,45,,,04-09-2020,590,Telangana,7165,7,,,Mother Dairy,209,17.69,799.33,,35969.85,,,,,,,27511.7,,Online,,45,35969.85,,,,,,46.63,
Ice Cream,Rajasthan,,36,,,04-09-2020,295,Rajasthan,7165,5,,,Palle2patnam,84,69.35,379.73,,5923.79,,,,,,,5510.6,,Online,,15.6,5923.79,,,,,,18.68,
Cheese,Madhya Pradesh,,73,,,04-09-2020,405,Karnataka,7165,3,,,Passion Cheese,297,89.29,702.36,,26429.81,,,,,,,13352.85,,Online,,37.63,26429.81,,,,,,32.97,
Lassi,Delhi,,55,,,05-09-2020,86,Madhya Pradesh,6001,7,,,Mother Dairy,112,58.18,198.42,,5101.38,,,,,,,2285.02,,Online,,25.71,5101.38,,,,,,26.57,
Lassi,West Bengal,,31,,,05-09-2020,387,Chandigarh,6001,7,,,Mother Dairy,305,74.32,692.65,,64825.11,,,,,,,37113.3,,Retail,,93.59,64825.11,,,,,,95.9,
Buttermilk,Delhi,,85,,,06-09-2020,135,Chandigarh,5584,8,,,Amul,404,26.89,539.88,,16736.28,,,,,,,3511.35,,Wholesale,,31,16736.28,,,,,,26.01,
Lassi,Tamil Nadu,,33,,,06-09-2020,348,Tamil Nadu,5584,7,,,Amul,100,75.04,448.15,,12436.16,,,,,,,9514.32,,Retail,,27.75,12436.16,,,,,,27.34,
Yogurt,Karnataka,,89,,,07-09-2020,31,Madhya Pradesh,5907,4,,,Dodla Dairy,240,91.38,271.03,,21308.38,,,,,,,2447.45,,Online,,78.62,21308.38,,,,,,78.95,
Milk,Chandigarh,,18,,,07-09-2020,2,Bihar,5907,1,,,Raj,53,17.38,55.65,,3464.21,,,,,,,116.04,,Retail,,62.25,3464.21,,,,,,58.02,
Ice Cream,Bihar,,15,,,07-09-2020,267,Telangana,5907,5,,,Amul,104,26.48,371.28,,30404.12,,,,,,,21776.52,,Wholesale,,81.89,30404.12,,,,,,81.56,
Ice Cream,West Bengal,,86,,,07-09-2020,393,Kerala,5907,5,,,Palle2patnam,452,33.73,845.73,,12618.29,,,,,,,3914.28,,Wholesale,,14.92,12618.29,,,,,,9.96,
Yogurt,Chandigarh,,68,,,08-09-2020,849,Telangana,5564,4,,,Mother Dairy,103,16.17,952.37,,40209.06,,,,,,,38901.18,,Wholesale,,42.22,40209.06,,,,,,45.82,
